p AVG	MEDIAN	GPR	CG MALBC	MALS	MAL	BT	THUR	PL	PG1
0.3	4013	3995	4308	4070	4672	4552	4549	4544	4540	4543	4089
0.4	3399	3377	3525	3487	4526	4222	4524	4213	4108	4244	3461
0.5	3084	3025	3073	3041	3017	2775	2689	2767	2767	2768	3018
0.6	3144	3209	2882	3130	2010	2097	1825	2056	2133	2095	2861
0.7	2632	2558	2274	2516	1507	1599	1437	1609	1665	1589	2332
0.8	2034	2068	1511	1927	1361	1602	1486	1646	1742	1601	1824
0.9	1617	1641	1170	1447	1018	1139	1154	1130	1149	1125	1355
1	0	0	0	0	0	0	0	4557	4531	4532	0

