47,00
12,00
71,00
100,00
61,00
20,00
12,00
47,00
71,00
100,00
28,00
12,00
71,00
88,00
30,00
32,00
31,00
47,00
85,00
12,00
27,00
93,00
47,00
88,00
35,00
20,00
51,00
12,00
88,00
93,00
27,00
58,00
85,00
77,00
47,00
27,00
71,00
96,00
12,00
85,00
85,00
58,00
71,00
20,00
58,00
20,00
47,00
77,00
12,00
77,00
90,00
90,00
71,00
27,00
12,00
63,00
85,00
77,00
30,00
12,00
77,00
35,00
27,00
71,00
21,00
100,00
61,00
12,00
47,00
63,00
27,00
71,00
91,00
47,00
58,00
37,00
61,00
36,00
12,00
20,00
51,00
51,00
100,00
47,00
58,00
20,00
38,00
51,00
12,00
78,00
96,00
85,00
20,00
96,00
35,00
58,00
85,00
20,00
77,00
58,00
